q1,q2
Q286736,Q342986
Q171876,Q476765
Q455916,Q532142
Q399394,Q231880
Q458330,Q278894
Q255620,Q040466
Q302073,Q363870
Q370942,Q303438
Q456700,Q025655
Q660207,Q589816
Q136026,Q461452
Q422988,Q322814
Q082963,Q525673
Q324910,Q433884
Q491443,Q701646
Q530806,Q201282
Q555317,Q587206
Q287539,Q167515
Q049001,Q080992
Q049905,Q000621
Q404336,Q339925
Q161808,Q584907
Q283318,Q235768
Q315621,Q696109
Q640425,Q288159
Q310318,Q265360
Q523950,Q128493
Q020751,Q144712
Q512132,Q440807
Q704133,Q420200
Q153136,Q201215
Q125713,Q608699
Q533091,Q691342
Q233861,Q406596
Q156645,Q261759
Q532322,Q131332
Q717780,Q534414
Q076933,Q571171
Q253497,Q236299
Q499841,Q651878
Q173786,Q107378
Q329522,Q382331
Q019103,Q529652
Q620226,Q092001
Q486038,Q571092
Q076826,Q198360
Q348202,Q724059
Q114506,Q440807
Q058752,Q317401
Q366944,Q388575
Q384487,Q210392
Q062656,Q358325
Q583345,Q011916
Q205792,Q255970
Q505896,Q174017
Q206911,Q606123
Q269537,Q111606
Q538007,Q520987
Q580315,Q213081
Q341236,Q704133
Q652624,Q352559
Q666932,Q628349
Q292776,Q636895
Q705179,Q064245
Q290167,Q639327
Q427659,Q021172
Q570656,Q361819
Q100233,Q532377
Q414549,Q293246
Q176078,Q606351
Q532574,Q004202
Q683363,Q005396
Q140120,Q447734
Q003231,Q255096
Q561591,Q180172
Q373961,Q676966
Q425111,Q100671
Q145852,Q309935
Q391454,Q267103
Q565214,Q325447
Q110337,Q507087
Q630639,Q693063
Q469478,Q022573
Q597322,Q554218
Q588008,Q006950
Q314449,Q347483
Q425624,Q626710
Q470633,Q643098
Q227273,Q565560
Q063802,Q271607
Q546441,Q036426
Q445445,Q273672
Q603011,Q390318
Q616288,Q416851
Q700438,Q173460
Q609581,Q080831
Q570771,Q030845
Q646790,Q449336
Q175857,Q601156
Q238597,Q131075
Q345551,Q092173
Q467582,Q101965
Q002050,Q667966
Q510946,Q391969
Q113556,Q140077
Q438444,Q416655
Q423683,Q059919
Q217978,Q012992
Q523842,Q201079
Q110192,Q102189
Q435833,Q655201
Q077069,Q452407
Q630335,Q322236
Q059589,Q653165
Q648840,Q526703
Q649815,Q254126
Q220721,Q208004
Q447161,Q548107
Q030719,Q214048
Q284119,Q630061
Q696924,Q339177
Q479324,Q265892
Q527422,Q104682
Q343041,Q397675
Q206051,Q195902
Q466495,Q500777
Q611233,Q290165
Q712960,Q230128
Q655511,Q310112
Q225466,Q425111
Q664273,Q547265
Q527954,Q680118
Q665947,Q030378
Q504398,Q343160
Q534966,Q050374
Q253631,Q418155
Q570629,Q007854
Q077213,Q112570
Q514255,Q416532
Q340957,Q206051
Q024860,Q591950
Q667858,Q256657
Q662588,Q279886
Q712169,Q082254
Q187003,Q178098
Q434082,Q604954
Q440215,Q557306
Q452202,Q341703
Q617904,Q388132
Q194415,Q310831
Q297439,Q715718
Q097502,Q198968
Q218800,Q142834
Q053345,Q239919
Q333930,Q000798
Q095998,Q363291
Q668615,Q677830
Q296357,Q719586
Q278722,Q561756
Q155616,Q255327
Q499749,Q219323
Q308238,Q413906
Q693638,Q371879
Q580802,Q494534
Q180830,Q686342
Q150114,Q089841
Q689071,Q445508
Q591822,Q123000
Q413255,Q133556
Q468874,Q001894
Q230572,Q579082
Q334306,Q637231
Q583905,Q654714
Q234184,Q031230
Q691455,Q177876
Q481868,Q114786
Q615807,Q068140
Q061358,Q020657
Q187200,Q590365
Q013145,Q007719
Q292651,Q412660
Q237675,Q230289
Q081794,Q437166
Q544109,Q345245
Q286433,Q072959
Q481188,Q386176
Q558408,Q008043
Q709091,Q215946
Q050035,Q548008
Q723108,Q231306
Q073096,Q720798
Q451716,Q522268
Q587309,Q077285
Q645396,Q271238
Q722738,Q679720
Q515399,Q424642
Q385787,Q646532
Q560770,Q435919
Q093589,Q665644
Q077553,Q300888
Q527416,Q541837
Q320672,Q513578
Q416534,Q438444
Q589677,Q206702
Q317214,Q498515
Q286532,Q321367
Q311272,Q156759
Q333275,Q436313
Q573062,Q087448
Q095969,Q706728
Q406241,Q466592
Q058958,Q160541
Q574459,Q089422
Q326787,Q405801
Q427328,Q321547
Q286730,Q107540
Q292897,Q305794
Q432312,Q195041
Q243215,Q273703
Q568786,Q287060
Q037427,Q006663
Q577359,Q643601
Q191332,Q098813
Q135883,Q299994
Q638505,Q316668
Q377415,Q501704
Q187144,Q689071
Q338714,Q189463
Q235651,Q720025
Q165272,Q367483
Q192618,Q100804
Q192395,Q677085
Q668884,Q034605
Q169955,Q578291
Q551881,Q700284
Q219030,Q510686
Q425937,Q553458
Q439801,Q558278
Q448950,Q125532
Q475388,Q051135
Q480580,Q353394
Q004763,Q554888
Q082011,Q181481
Q497943,Q665947
Q158891,Q215946
Q073880,Q520681
Q380040,Q005326
Q126389,Q405183
Q722215,Q567818
Q463418,Q086687
Q188411,Q705019
Q257848,Q407891
Q438625,Q033516
Q264109,Q635089
Q638286,Q192993
Q287173,Q232967
Q301457,Q168316
Q449336,Q486926
Q658742,Q341068
Q087672,Q582178
Q251206,Q561240
Q650379,Q691460
Q060884,Q245121
Q650974,Q542774
Q537657,Q648617
Q555274,Q247100
Q570924,Q029401
Q170905,Q553650
Q654409,Q507619
Q723726,Q317831
Q391522,Q687414
Q003165,Q306833
Q269438,Q024141
Q077007,Q252278
Q334124,Q100904
Q087851,Q101898
Q342400,Q361166
Q540772,Q658695
Q350965,Q583826
Q043597,Q442353
Q344450,Q301218
Q703115,Q343007
Q620779,Q287456
Q102713,Q281647
Q526530,Q512683
Q512384,Q179755
Q223871,Q532785
Q174597,Q702210
Q454206,Q427285
Q187739,Q176420
Q604463,Q713026
Q572499,Q526190
Q597494,Q004714
Q019356,Q514119
Q298663,Q135273
Q126246,Q193404
Q689422,Q340957
Q249025,Q085101
Q004340,Q418672
Q277412,Q001528
Q545359,Q173464
Q615989,Q403089
Q241026,Q083077
Q501422,Q118584
Q137976,Q506514
Q140911,Q173468
Q663318,Q350966
Q343630,Q615883
Q100631,Q505409
Q414010,Q325253
Q590365,Q468096
Q342044,Q111035
Q371919,Q591413
Q453871,Q484697
Q187613,Q545124
Q682383,Q580846
Q223315,Q234328
Q636743,Q005430
Q592878,Q407482
Q615247,Q264872
Q345991,Q624354
Q105583,Q209364
Q580802,Q512332
Q491165,Q491828
Q051152,Q348685
Q189148,Q629185
Q527798,Q112509
Q630860,Q499189
Q674481,Q205367
Q028635,Q028148
Q701880,Q432874
Q132778,Q550593
Q575667,Q099215
Q613217,Q121850
Q538918,Q060056
Q186642,Q482539
Q439429,Q471447
Q654714,Q509935
Q397281,Q225617
Q709831,Q386176
Q475016,Q677190
Q463179,Q326253
Q439060,Q498240
Q058663,Q331390
Q563690,Q367822
Q283845,Q416532
Q110300,Q633112
Q706474,Q115515
Q583538,Q690510
Q138228,Q023073
Q721074,Q135168
Q225764,Q229345
Q092597,Q119578
Q567402,Q272022
Q279877,Q085739
Q565375,Q606688
Q568616,Q293541
Q575667,Q350104
Q309554,Q691808
Q238765,Q155148
Q560244,Q621502
Q463888,Q260475
Q684962,Q236774
Q480952,Q534878
Q146800,Q469496
Q070761,Q637372
Q692287,Q060159
Q563557,Q083467
Q144231,Q506563
Q564203,Q118584
Q325367,Q013722
Q469152,Q698022
Q596497,Q148273
Q264820,Q590927
Q196757,Q725012
Q448397,Q172813
Q213468,Q043687
Q051844,Q656190
Q660801,Q599648
Q491595,Q676460
Q522706,Q221590
Q568355,Q176420
Q342568,Q411785
Q669849,Q094323
Q229917,Q043836
Q128265,Q329643
Q553650,Q007828
Q265055,Q017113
Q623715,Q018136
Q302077,Q441377
Q562862,Q539438
Q059971,Q697373
Q064425,Q566989
Q258731,Q247792
Q616991,Q020972
Q497534,Q278538
Q344984,Q307347
Q604285,Q372965
Q471004,Q596828
Q550090,Q717731
Q321476,Q156581
Q337289,Q070967
Q625594,Q649307
Q403840,Q062997
Q566335,Q094741
Q308238,Q682908
Q698070,Q060602
Q355984,Q211077
Q028231,Q045967
Q478121,Q453091
Q284520,Q585289
Q596170,Q494534
Q608602,Q082587
Q277412,Q671516
Q283863,Q677500
Q370221,Q600399
Q587906,Q315482
Q630955,Q212764
Q349394,Q423286
Q302416,Q454166
Q613550,Q255576
Q125583,Q546859
Q604100,Q328894
Q401798,Q576900
Q371145,Q250585
Q703654,Q242215
Q396942,Q601866
Q051705,Q138316
Q385819,Q081514
Q375861,Q206459
Q171410,Q604145
Q180388,Q273258
Q328885,Q474123
Q340148,Q258932
Q348133,Q120493
Q599645,Q027432
Q242453,Q182905
Q335344,Q287256
Q213512,Q204776
Q362053,Q462215
Q481322,Q329620
Q661537,Q680448
Q700438,Q491587
Q024602,Q673243
Q063475,Q263611
Q620882,Q489973
Q521309,Q180951
Q718216,Q244394
Q019132,Q523644
Q713399,Q515945
Q086273,Q645323
Q499600,Q065061
Q689422,Q555376
Q067277,Q487706
Q286423,Q229870
Q110044,Q416844
Q039081,Q618370
Q157968,Q266517
Q022215,Q106621
Q256200,Q355808
Q438394,Q659349
Q094693,Q524407
Q326935,Q421175
Q329247,Q305453
Q372837,Q585289
Q544603,Q668070
Q136948,Q118511
Q336898,Q143124
Q193993,Q104115
Q573953,Q262040
Q125532,Q481778
Q551561,Q389372
Q535732,Q393627
Q619716,Q215329
Q294930,Q048561
Q317036,Q714440
Q334329,Q541404
Q144995,Q642548
Q679720,Q064468
Q187624,Q686726
Q572586,Q535308
Q249907,Q535718
Q535732,Q309664
Q633118,Q345837
Q624195,Q587263
Q244687,Q654376
Q017636,Q495484
Q020751,Q090637
Q705838,Q572198
Q103942,Q277996
Q667858,Q167638
Q152707,Q725577
Q005482,Q375139
Q638779,Q155708
Q329543,Q320823
Q128647,Q537315
Q444696,Q446578
Q347976,Q643601
Q091414,Q616119
Q312464,Q102751
Q385819,Q538280
Q431293,Q061703
Q167861,Q320473
Q366457,Q679431
Q295319,Q158469
Q264488,Q220851
Q279541,Q630607
Q012603,Q269105
Q376198,Q222033
Q110404,Q608559
Q580970,Q091414
Q321110,Q682920
Q159453,Q383108
Q293418,Q677490
Q572923,Q082532
Q472058,Q029886
Q168803,Q470136
Q589465,Q336750
Q330821,Q695379
Q098482,Q386187
Q183753,Q381163
Q369129,Q621145
Q346829,Q078790
Q710149,Q520333
Q054036,Q453130
Q412343,Q180951
Q647594,Q555805
Q329441,Q056759
Q686635,Q350965
Q210339,Q529300
Q110337,Q326022
Q517156,Q578987
Q697799,Q076163
Q683613,Q332206
Q112953,Q550613
Q366457,Q626851
Q075053,Q250193
Q600425,Q586580
Q343591,Q227313
Q225789,Q363912
Q219344,Q091517
Q476994,Q675871
Q280773,Q291302
Q192753,Q000866
Q616288,Q331975
Q091862,Q239353
Q629431,Q288041
Q585696,Q705211
Q683422,Q283436
Q122139,Q403597
Q465458,Q159328
Q476796,Q640549
Q275982,Q313884
Q453644,Q175874
Q265457,Q315446
Q534604,Q317917
Q640299,Q228263
Q478878,Q412628
Q571513,Q246412
Q452559,Q466592
Q703878,Q681024
Q120635,Q684695
Q245399,Q404045
Q075194,Q171337
Q520419,Q264049
Q606760,Q217854
Q439351,Q667966
Q273703,Q319505
Q498163,Q455345
Q239353,Q492936
Q018529,Q286632
Q348870,Q571705
Q434185,Q456700
Q677830,Q284124
Q671942,Q296516
Q537547,Q591722
Q483891,Q566144
Q044076,Q089328
Q038953,Q383226
Q372922,Q039711
Q026132,Q028349
Q555754,Q340504
Q365540,Q718186
Q120060,Q001470
Q693755,Q687425
Q443811,Q341579
Q130104,Q533053
Q417981,Q143554
Q374483,Q576196
Q235708,Q489948
Q126955,Q239128
Q283556,Q396464
Q661537,Q128795
Q683918,Q307971
Q219407,Q569210
Q343257,Q294149
Q256142,Q718839
Q321654,Q214676
Q587436,Q038340
Q332870,Q617232
Q152112,Q439309
Q312883,Q619300
Q473390,Q399489
Q131654,Q133396
Q297929,Q057110
Q124471,Q539218
Q319894,Q321489
Q521452,Q137694
Q055022,Q362047
Q368127,Q170130
Q121428,Q385314
Q371114,Q028148
Q190786,Q552154
Q441970,Q388432
Q219413,Q478758
Q334152,Q667735
Q690894,Q431063
Q358229,Q146855
Q144197,Q071690
Q054036,Q340939
Q255698,Q546201
Q394750,Q199547
Q213784,Q504596
Q298924,Q608649
Q480651,Q036814
Q181934,Q226998
Q157522,Q554289
Q280365,Q051669
Q152112,Q243955
Q219356,Q196961
Q386040,Q227064
Q108240,Q322861
Q050954,Q036365
Q725641,Q154444
Q381850,Q398693
Q002836,Q512148
Q254751,Q521930
Q716706,Q065177
Q008611,Q119435
Q723203,Q325041
Q680805,Q465477
Q657113,Q594094
Q552400,Q700660
Q074175,Q217420
Q301230,Q256399
Q217854,Q394914
Q417870,Q331642
Q393770,Q360841
Q518822,Q628716
Q353372,Q570467
Q057617,Q343630
Q215305,Q627362
Q370639,Q001970
Q002150,Q466999
Q253233,Q663256
Q608699,Q164577
Q238597,Q314986
Q549192,Q169670
Q126706,Q277118
Q095527,Q497668
Q519781,Q632205
Q392618,Q277629
Q640209,Q549429
Q004356,Q317646
Q027432,Q582117
Q101400,Q722746
Q725797,Q151092
Q482847,Q217605
Q591722,Q669460
Q569153,Q206745
Q054223,Q619104
Q728420,Q240742
Q522803,Q184331
Q058918,Q056256
Q492322,Q482460
Q482357,Q599581
Q443851,Q530408
Q147134,Q286983
Q373961,Q434933
Q007711,Q289823
Q397281,Q349322
Q019396,Q613841
Q531379,Q164800
Q150124,Q250193
Q279452,Q513849
Q480127,Q589814
Q630537,Q321041
Q509935,Q391587
Q727019,Q525164
Q315522,Q307612
Q128860,Q360604
Q317401,Q477476
Q173273,Q060773
Q117650,Q081476
Q693818,Q033447
Q502291,Q032452
Q368124,Q104281
Q673530,Q221506
Q449508,Q412041
Q346857,Q614103
Q595950,Q491443
Q483306,Q649525
Q436069,Q568023
Q196125,Q280673
Q252262,Q136654
Q359728,Q245256
Q353940,Q583313
Q687250,Q223871
Q727932,Q596090
Q280327,Q198619
Q713051,Q182712
Q684468,Q202556
Q594778,Q434657
Q106867,Q053887
Q207259,Q520333
Q490136,Q360947
Q535255,Q649478
Q588971,Q222062
Q481539,Q660254
Q649172,Q540731
Q368359,Q707768
Q436090,Q623404
Q182607,Q225730
Q068140,Q128956
Q173729,Q243325
Q565503,Q549863
Q445982,Q633878
Q091943,Q550593
Q050352,Q152730
Q320271,Q371904
Q112002,Q099278
Q496535,Q304566
Q454516,Q238546
Q500747,Q458250
Q197627,Q480651
Q122104,Q084861
Q235004,Q345245
Q564203,Q268255
Q308889,Q178480
Q554173,Q494520
Q333745,Q475004
Q709774,Q588100
Q025408,Q388029
Q221221,Q412077
Q336144,Q436169
Q510642,Q070861
Q325067,Q339307
Q684653,Q111564
Q099557,Q499430
Q029484,Q214138
Q393221,Q071437
Q457798,Q361819
Q245686,Q587074
Q161155,Q295154
Q347930,Q628177
Q058752,Q656695
Q001323,Q464181
Q719763,Q500403
Q546858,Q609610
Q142827,Q352096
Q403965,Q314665
Q119190,Q381975
Q299214,Q304100
Q271825,Q033264
Q427039,Q079775
Q561131,Q205928
Q098014,Q370906
Q038984,Q422762
Q666665,Q353425
Q336677,Q160505
Q668728,Q668340
Q501078,Q421020
Q077490,Q264502
Q488249,Q380708
Q193471,Q394877
Q051010,Q335344
Q439159,Q526406
Q718235,Q465548
Q343221,Q381299
Q687809,Q320730
Q336983,Q613841
Q169577,Q372648
Q693360,Q103989
Q081011,Q428764
Q478766,Q284465
Q684592,Q428501
Q264087,Q205631
Q189203,Q610818
Q176355,Q122888
Q571734,Q670017
Q204355,Q216940
Q429830,Q155624
Q116157,Q459155
Q688287,Q221038
Q191329,Q036067
Q110628,Q683613
Q176109,Q118880
Q147802,Q108068
Q062726,Q020179
Q111367,Q478612
Q666655,Q010303
Q652309,Q571961
Q515552,Q317036
Q368073,Q310581
Q430202,Q221770
Q118509,Q043549
Q465504,Q654714
Q579253,Q562508
Q469588,Q575735
Q558199,Q397934
Q000132,Q357892
Q002221,Q078508
Q558408,Q521452
Q371500,Q629767
Q619584,Q629966
Q468883,Q498841
Q718900,Q404564
Q155799,Q469588
Q311198,Q511554
Q494576,Q511055
Q201893,Q322597
Q546441,Q713835
Q186803,Q180346
Q410744,Q210752
Q088710,Q482737
Q485633,Q077082
Q394738,Q039023
Q263360,Q301644
Q616538,Q359687
Q369916,Q189091
Q618559,Q400840
Q518208,Q675634
Q627834,Q587873
Q248114,Q727033
Q304432,Q302618
Q659963,Q340343
Q414371,Q234458
Q073496,Q381163
Q037427,Q708499
Q177383,Q199195
Q634532,Q344596
Q169577,Q557361
Q502551,Q448052
Q169517,Q628716
Q620226,Q723337
Q556800,Q321915
Q456119,Q432969
Q624260,Q318996
Q240175,Q686087
Q599358,Q320462
Q457050,Q515402
Q168422,Q360993
Q102246,Q568616
Q452340,Q357733
Q693412,Q168818
Q609197,Q282050
Q170807,Q465551
Q254814,Q058598
Q220851,Q612421
Q327851,Q670828
Q141000,Q163402
Q140316,Q171896
Q381663,Q234947
Q087472,Q558788
Q469901,Q586646
Q575894,Q188027
Q179216,Q511333
Q076557,Q296852
Q428012,Q509935
Q288465,Q345245
Q481398,Q716153
Q311391,Q377363
Q503429,Q311937
Q408806,Q612475
Q137432,Q133095
Q409461,Q040733
Q250880,Q593308
Q580206,Q312672
Q390884,Q163320
Q440426,Q299903
Q366423,Q570467
Q357002,Q039105
Q642973,Q701646
Q324385,Q159343
Q062928,Q462199
Q219735,Q679062
Q067103,Q163281
Q294708,Q177180
Q258300,Q220750
Q522459,Q376682
Q502801,Q265490
Q324910,Q281205
Q273689,Q137286
Q549605,Q037663
Q190303,Q595663
Q479959,Q343928
Q270507,Q086137
Q085025,Q138292
Q522330,Q628630
Q546126,Q273647
Q320243,Q115447
Q354196,Q340501
Q470955,Q692125
Q598666,Q136899
Q393777,Q591425
Q203286,Q321453
Q516624,Q194805
Q717731,Q553519
Q696314,Q695067
Q061580,Q570467
Q510974,Q595401
Q475564,Q331473
Q657220,Q382134
Q130593,Q578291
Q027535,Q394750
Q445918,Q545106
Q381138,Q727058
Q583284,Q157802
Q561541,Q608504
Q715991,Q497668
Q204597,Q034957
Q105533,Q011045
Q078740,Q515329
Q076666,Q616306
Q537313,Q105533
Q203215,Q472524
Q124141,Q296575
Q702799,Q619888
Q725148,Q614299
Q367749,Q180658
Q367483,Q637366
Q281048,Q245285
Q593388,Q040870
Q423386,Q361012
Q083154,Q008903
Q465458,Q209309
Q108056,Q336196
Q259113,Q661539
Q434076,Q225840
Q436359,Q007461
Q489810,Q141737
Q180221,Q248518
Q425756,Q234032
Q106125,Q040739
Q613435,Q529306
Q431201,Q652480
Q563441,Q573725
Q247658,Q673243
Q279541,Q445071
Q604145,Q298352
Q321139,Q674243
Q183757,Q469546
Q638177,Q181522
Q232779,Q485392
Q468372,Q400427
Q478419,Q213424
Q167085,Q011123
Q710212,Q341805
Q127824,Q388575
Q448052,Q593918
Q131522,Q133976
Q052739,Q116814
Q705838,Q188553
Q443851,Q312443
Q332870,Q341046
Q711920,Q552983
Q334152,Q546549
Q649777,Q587170
Q553597,Q664273
Q333922,Q318889
Q461236,Q132959
Q145652,Q558931
Q135168,Q066903
Q392140,Q216190
Q627065,Q431283
Q100107,Q670373
Q180412,Q656053
Q713287,Q297948
Q122027,Q311937
Q080907,Q276109
Q652273,Q285398
Q717105,Q124371
Q262315,Q137401
Q493120,Q036391
Q620877,Q562048
Q700127,Q604213
Q418076,Q646288
Q612261,Q670055
Q389077,Q456119
Q429717,Q104115
Q531777,Q305642
Q426766,Q283240
Q150138,Q425125
Q664273,Q196776
Q229172,Q554291
Q561575,Q307723
Q236526,Q355589
Q319387,Q276234
Q186272,Q410230
Q613217,Q702506
Q476038,Q548494
Q148709,Q632045
Q245381,Q413223
Q400771,Q224294
Q623157,Q005608
Q017851,Q546549
Q154444,Q600740
Q316135,Q450217
Q107715,Q181658
Q490849,Q693054
Q476404,Q017004
Q369306,Q313884
Q008043,Q110151
Q684939,Q500403
Q170964,Q001470
Q528405,Q340252
Q178988,Q114497
Q671467,Q019540
Q710807,Q304493
Q301470,Q104163
Q216454,Q503436
Q005528,Q333303
Q688728,Q122767
Q139672,Q091024
Q122027,Q528308
Q081325,Q426632
Q608454,Q711267
Q565970,Q256044
Q097095,Q180172
Q252711,Q255576
Q592016,Q558536
Q196872,Q065742
Q580277,Q190990
Q361184,Q151693
Q176077,Q652701
Q220750,Q691137
Q449095,Q380386
Q668768,Q297649
Q319869,Q497105
Q335448,Q641011
Q478419,Q551310
Q688811,Q684613
Q609842,Q155259
Q410782,Q203663
Q515728,Q183906
Q653062,Q334067
Q691627,Q434749
Q696595,Q537337
Q371359,Q654233
Q405305,Q035601
Q499216,Q286155
Q678958,Q587521
Q706996,Q700588
Q152888,Q478364
Q311042,Q192027
Q071568,Q067803
Q627834,Q427707
Q173468,Q650255
Q268220,Q050885
Q676893,Q623547
Q419894,Q625695
Q135900,Q221590
Q588078,Q220289
Q336527,Q378584
Q687598,Q169888
Q535194,Q081476
Q526406,Q588377
Q232333,Q224874
Q131875,Q356492
Q686686,Q105246
Q467324,Q512483
Q227309,Q462194
Q548171,Q494453
Q701042,Q099219
Q559520,Q192383
Q088783,Q413155
Q013297,Q460655
Q035631,Q230342
Q647737,Q035165
Q582554,Q526614
Q477869,Q241252
Q406970,Q648169
Q611503,Q388259
Q500506,Q323081
Q352415,Q313366
Q350485,Q715144
Q574611,Q507851
Q489948,Q427285
Q032785,Q493685
Q279452,Q647379
Q354378,Q037827
Q142805,Q162992
Q437265,Q587309
Q201058,Q701350
Q364042,Q060602
Q355984,Q522933
Q641485,Q368421
Q133906,Q498570
Q217728,Q296329
Q338869,Q377615
Q196757,Q443955
Q081222,Q692125
Q251324,Q198030
Q461720,Q496897
Q004270,Q592006
Q133646,Q581811
Q393816,Q268040
Q699258,Q720217
Q380938,Q717415
Q456038,Q320672
Q270424,Q697410
Q577494,Q124494
Q146310,Q701350
Q628574,Q459163
Q367437,Q484761
Q505708,Q479769
Q269479,Q206911
Q384499,Q245233
Q489463,Q462062
Q500140,Q397599
Q626335,Q273157
Q575749,Q251674
Q506645,Q075473
Q514908,Q128674
Q525180,Q503854
Q561695,Q303479
Q462253,Q711453
Q455299,Q009808
Q222439,Q181914
Q715698,Q671467
Q022092,Q629185
Q306833,Q674118
Q199161,Q679948
Q510822,Q283217
Q229793,Q687968
Q600554,Q110405
Q312139,Q318693
Q036748,Q393097
Q415924,Q027689
Q448442,Q137097
Q383991,Q670793
Q260737,Q044317
Q521187,Q554888
Q250961,Q582117
Q139860,Q633700
Q545093,Q049535
Q371935,Q532218
Q697407,Q676300
Q311749,Q054687
Q015209,Q037373
Q578114,Q363774
Q149927,Q606638
Q043687,Q581889
Q380392,Q102536
Q617812,Q623003
Q211751,Q374488
Q616336,Q255111
Q055385,Q089239
Q281205,Q575735
Q481701,Q453130
Q579720,Q280217
Q377909,Q496897
Q418790,Q167438
Q028875,Q339263
Q052739,Q417325
Q585323,Q655100
Q608561,Q491607
Q402267,Q673530
Q049292,Q219574
Q131875,Q654285
Q031456,Q008158
Q495170,Q561061
Q504996,Q469901
Q668353,Q439309
Q403938,Q044633
Q151541,Q065587
Q437050,Q015520
Q074028,Q698734
Q246138,Q472601
Q113754,Q466742
Q469389,Q307971
Q182911,Q052704
Q027686,Q150758
Q167322,Q016766
Q234003,Q463055
Q274954,Q143124
Q222453,Q176137
Q111645,Q461720
Q684533,Q418707
Q082004,Q557681
Q421175,Q228981
Q123997,Q691516
Q286532,Q653899
Q252016,Q080907
Q297948,Q096520
Q481575,Q634156
Q283266,Q151038
Q719899,Q537779
Q190346,Q606273
Q128487,Q343257
Q126151,Q010303
Q113754,Q723860
Q677281,Q261667
Q437926,Q568504
Q006177,Q484046
Q141955,Q250087
Q063959,Q655538
Q614729,Q619660
Q561843,Q441656
Q031681,Q446106
Q013170,Q677500
Q341550,Q465548
Q091746,Q603292
Q709035,Q483197
Q306159,Q350106
Q146010,Q110932
Q479959,Q680276
Q232714,Q092990
Q699915,Q110588
Q616082,Q484721
Q082744,Q051292
Q557038,Q727058
Q197015,Q115670
Q630139,Q357230
Q020813,Q421383
Q707089,Q326695
Q246427,Q612421
Q561391,Q437169
Q219872,Q245399
Q149195,Q047148
Q182227,Q560434
Q251441,Q513516
Q566721,Q230341
Q689887,Q476532
Q397695,Q275740
Q340374,Q356683
Q191732,Q545100
Q712169,Q577920
Q509816,Q434560
Q411617,Q463179
Q686103,Q027234
Q036151,Q706163
Q033198,Q256231
Q449748,Q586137
Q719855,Q653906
Q122888,Q541000
Q039373,Q386087
Q007711,Q577001
Q144709,Q172558
Q129870,Q460192
Q619300,Q700936
Q496897,Q559190
Q497224,Q671951
Q521757,Q310146
Q509839,Q301136
Q643098,Q009789
Q411407,Q361756
Q085603,Q201808
Q454328,Q416655
Q653925,Q696109
Q367786,Q006181
Q402601,Q260508
Q362053,Q312893
Q196326,Q080998
Q666203,Q320823
Q660742,Q632295
Q664795,Q502748
Q133456,Q231960
Q202989,Q299220
Q254794,Q187729
Q415924,Q642524
Q553627,Q194773
Q627386,Q517723
Q436174,Q410104
Q342779,Q587873
Q139688,Q195950
Q143846,Q275206
Q498648,Q001652
Q647099,Q356452
Q219342,Q369316
Q213332,Q321139
Q662974,Q020226
Q604182,Q623257
Q203430,Q707582
Q546792,Q584930
Q135146,Q291284
Q447513,Q234697
Q307945,Q619300
Q024387,Q538000
Q126722,Q632662
Q223843,Q562171
Q253150,Q627328
Q253631,Q688728
Q696480,Q260193
Q598578,Q180172
Q660801,Q414887
Q324385,Q474040
Q077007,Q100089
Q129182,Q210500
Q278702,Q037701
Q436124,Q411578
Q547571,Q294885
Q506057,Q258453
Q245285,Q219414
Q661478,Q425746
Q514336,Q408976
Q625987,Q475439
Q343495,Q103393
Q013807,Q712948
Q018719,Q103989
Q120237,Q519864
Q197175,Q477476
Q525089,Q418378
Q400477,Q112953
Q279452,Q307290
Q080379,Q431063
Q231410,Q073298
Q321557,Q339682
Q326701,Q703666
Q128487,Q180412
Q604579,Q384499
Q698494,Q359283
Q074737,Q086455
Q276372,Q271719
Q125090,Q447116
Q299825,Q192685
Q568355,Q685129
Q587821,Q129182
Q173396,Q397345
Q111195,Q019194
Q360729,Q699755
Q084950,Q052072
Q259130,Q586312
Q109225,Q360993
Q587436,Q579900
Q503854,Q442888
Q040896,Q086455
Q268920,Q709334
Q501253,Q696944
Q670861,Q469268
Q570521,Q162964
Q372246,Q541000
Q229640,Q420200
Q100838,Q320487
Q230341,Q023073
Q433567,Q028875
Q016302,Q043412
Q726508,Q614609
Q406616,Q602321
Q265514,Q426632
Q572586,Q467351
Q431347,Q394322
Q628982,Q404336
Q488807,Q298311
Q328268,Q648040
Q211471,Q019197
Q555743,Q670470
Q221995,Q356925
Q396802,Q345143
Q302088,Q656955
Q182227,Q276795
Q588971,Q278931
Q017724,Q375342
Q352339,Q716067
Q674843,Q294607
Q397377,Q511906
Q648777,Q531941
Q381441,Q426112
Q613980,Q369715
Q168651,Q142873
Q110588,Q447874
Q388029,Q035601
Q520073,Q333100
Q562838,Q534430
Q209463,Q384138
Q328872,Q673530
Q161156,Q015769
Q486384,Q666994
Q684711,Q583249
Q076335,Q163174
Q689302,Q464068
Q727462,Q429163
Q207943,Q403560
Q312443,Q320206
Q119471,Q028672
Q136695,Q671361
Q523185,Q157456
Q639443,Q301513
Q689615,Q720238
Q535479,Q133504
Q284034,Q726376
Q662084,Q098170
Q375833,Q334435
Q681294,Q069692
Q007567,Q016379
Q210921,Q033578
Q325367,Q273745
Q151926,Q588910
Q161097,Q251840
